,original_text,masked_text,prediction,matching_count,total_count
5813,"should i stay here alone?""","should i stay here alone?""","should i stay here alone?""",0,0
5814,,,,0,0
5815,"""because it is your post of duty. because you gave me your word that you","""because it is your post <mask> duty. because you gave me your word that you","""because it is your post uring duty. because you gave me your word that you",0,1
5816,"would do as you were told, and i tell you to stay.""","would do as you were told, and i tell you <mask> stay.""","would do as you were told, and i tell you  to stay.""",1,1
5817,,,,0,0
5818,"""all right, then, i'll stay.""","""all right, then, i'll stay.""","""all right, then, i'll stay.""",0,0
5819,,,,0,0
5820,"""one more direction! i wish you to drive to merripit house. send back","""one more direction! i wish you <mask> drive <mask> merripit house. send back","""one more direction! i wish you  could drive  to merripit house. send back",1,2
5821,"your trap, however, and let them know that you intend to walk home.""","your trap, however, and let them know that you intend <mask> walk home.""","your trap, however, and let them know that you intend  to walk home.""",1,1
5822,,,,0,0
5823,"""to walk across the moor?""","""to walk across the moor?""","""to walk across the moor?""",0,0
5824,,,,0,0
5825,"""yes.""","""yes.""","""yes.""",0,0
5826,,,,0,0
5827,"""but that is the very thing which you have so often cautioned me not to","""but that is the very thing which you have so often cautioned me not <mask>","""but that is the very thing which you have so often cautioned me not .""",0,1
5828,"do.""","do.""","do.""",0,0
5829,,,,0,0
5830,"""this time you may do it with safety. if i had not every confidence in","""this time you may do it <mask> safety. if i had not every confidence <mask>","""this time you may do it  with safety. if i had not every confidence """,1,2
5831,"your nerve and courage i would not suggest it, but it is essential that","your nerve and courage i would not suggest it, but it is essential that","your nerve and courage i would not suggest it, but it is essential that",0,0
5832,"you should do it.""","you should do it.""","you should do it.""",0,0
5833,,,,0,0
5834,"""then i will do it.""","""then i will do it.""","""then i will do it.""",0,0
5835,,,,0,0
5836,"""and as you value your life do not go across the moor in any direction","""and as you value your life do not go across the moor <mask> any direction","""and as you value your life do not go across the moor  in any direction",1,1
5837,save along the straight path which leads from merripit house to the,save along the straight path which leads <mask> merripit house <mask> the,save along the straight path which leads  from merripit house  to the,2,2
5838,"grimpen road, and is your natural way home.""","grimpen road, and is your natural way home.""","grimpen road, and is your natural way home.""",0,0
5839,,,,0,0
5840,"""i will do just what you say.""","""i will do just what you say.""","""i will do just what you say.""",0,0
5841,,,,0,0
5842,"""very good. i should be glad to get away as soon after breakfast as","""very good. i should be glad <mask> get away as soon after breakfast as","""very good. i should be glad  to get away as soon after breakfast as",1,1
5843,"possible, so as to reach london in the afternoon.""","possible, so as <mask> reach london <mask> the afternoon.""","possible, so as  to reach london  in the afternoon.""",2,2
5844,,,,0,0
5845,"i was much astounded by this programme, though i remembered that holmes","i was much astounded <mask> this programme, though i remembered that holmes","i was much astounded  by this programme, though i remembered that holmes",1,1
5846,had said to stapleton on the night before that his visit would terminate,had said <mask> stapleton <mask> the night before that his visit would terminate,had said  to stapleton   the night before that his visit would terminate,1,2
5847,"next day. it had not crossed my mind however, that he would wish me to","next day. it had not crossed my mind however, that he would wish me <mask>","next day. it had not crossed my mind however, that he would wish me ",0,1
5848,"go with him, nor could i understand how we could both be absent at a","go <mask> him, nor could i understand how we could both be absent <mask> a","go  with him, nor could i understand how we could both be absent  for a",1,2
5849,moment which he himself declared to be critical. there was nothing for,moment which he himself declared <mask> be critical. there was nothing <mask>,moment which he himself declared  to be critical. there was nothing .,1,2
5850,"it, however, but implicit obedience; so we bade good-bye to our rueful","it, however, but implicit obedience; so we bade good-bye <mask> our rueful","it, however, but implicit obedience; so we bade good-bye  to our rueful",1,1
5851,"friend, and a couple of hours afterwards we were at the station of","friend, and a couple <mask> hours afterwards we were <mask> the station <mask>","friend, and a couple  of hours afterwards we were  at the station .",2,3
5852,coombe tracey and had dispatched the trap upon its return journey. a,coombe tracey and had dispatched the trap upon its return journey. a,coombe tracey and had dispatched the trap upon its return journey. a,0,0
5853,small boy was waiting upon the platform.,small boy was waiting upon the platform.,small boy was waiting upon the platform.,0,0
5854,,,,0,0
5855,"""any orders, sir?""","""any orders, sir?""","""any orders, sir?""",0,0
5856,,,,0,0
5857,"""you will take this train to town, cartwright. the moment you arrive you","""you will take this train <mask> town, cartwright. the moment you arrive you","""you will take this train  to town, cartwright. the moment you arrive you",1,1
5858,"will send a wire to sir henry baskerville, in my name, to say that if he","will send a wire <mask> sir henry baskerville, <mask> my name, <mask> say that if he","will send a wire  to sir henry baskerville,  with my name,  and say that if he",1,3
5859,finds the pocketbook which i have dropped he is to send it by registered,finds the pocketbook which i have dropped he is <mask> send it <mask> registered,finds the pocketbook which i have dropped he is  to send it  to registered,1,2
5860,"post to baker street.""","post <mask> baker street.""","post  on baker street.""",0,1
5861,,,,0,0
5862,"""yes, sir.""","""yes, sir.""","""yes, sir.""",0,0
5863,,,,0,0
5864,"""and ask at the station office if there is a message for me.""","""and ask <mask> the station office if there is a message <mask> me.""","""and ask  in the station office if there is a message  for me.""",1,2
5865,,,,0,0
5866,"the boy returned with a telegram, which holmes handed to me. it ran:","the boy returned <mask> a telegram, which holmes handed <mask> me. it ran:","the boy returned  with a telegram, which holmes handed  to me. it ran:",2,2
5867,,,,0,0
5868,wire received. coming down with unsigned warrant. arrive five-forty.,wire received. coming down <mask> unsigned warrant. arrive five-forty.,wire received. coming down . unsigned warrant. arrive five-forty.,0,1
5869,lestrade.,lestrade.,lestrade.,0,0
5870,,,,0,0
5871,"""that is in answer to mine of this morning. he is the best of the","""that is <mask> answer <mask> mine <mask> this morning. he is the best <mask> the","""that is  the answer  to mine  question this morning. he is the best  of the",2,4
5872,"professionals, i think, and we may need his assistance. now, watson, i","professionals, i think, and we may need his assistance. now, watson, i","professionals, i think, and we may need his assistance. now, watson, i",0,0
5873,think that we cannot employ our time better than by calling upon your,think that we cannot employ our time better than <mask> calling upon your,think that we cannot employ our time better than  by calling upon your,1,1
